xml_prefix	data_product_id                                       	mission_name                                                                                             	mission_name_acronym     	instrument                                                                                                                                                                               	instrument_acronym                                 	instrument_detail                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           	processing_level  	processing_level_acronym	time_resolution                	relative_stop_date	hyphen	pi_name                                                                                                	pi_institution                                                                                                                                                                                                                      	xml_suffix
<220315>  	SOLO_L2_SWA-PAS-GRND-MOM                             	Solar Orbiter                                                                                           	SOLO                     	Solar Wind Analyser                                                                                                                                                                      	SWA                         	Proton-Alpha Sensor (PAS), Ground Calculated Moments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        	Level 2               	(L2)                    	1 second                       	-P6M              	-     	C.J. Owen                                                                                              	(MSSL-UCL, University College London, UK)                                                                                                                                                                                       	</220315> 
<220315>  	SOLO_LL02_EPD-EPT-ASUN-RATES                         	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	Electron Proton Telescope (EPT) Anti-Sunward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-EPT-NORTH-RATES                        	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	Electron Proton Telescope (EPT) Northward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-EPT-SOUTH-RATES                        	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	Electron Proton Telescope (EPT) Southward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-EPT-SUN-RATES                          	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	Electron Proton Telescope (EPT) Sunward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-HET-ASUN-RATES                         	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	High Energy Telescope (HET) Anti-Sunward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-HET-NORTH-RATES                        	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	High Energy Telescope (HET) Northward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-HET-SOUTH-RATES                        	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	High Energy Telescope (HET) Southward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-HET-SUN-RATES                          	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	High Energy Telescope (HET) Sunward Direction, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-SIS-A-RATES                            	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	Suprathermal Ion Spectrograph (SIS) Telescope A, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-SIS-B-RATES                            	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	Suprathermal Ion Spectrograph (SIS) Telescope B, Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_EPD-STEP-RATES                             	Solar Orbiter                                                                                           	SOLO                     	Energetic Particle Detecter                                                                                                                                                              	EPD                         	SupraThermal Electrons and Protons (STEP) Particle Rates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	J. Rodriguez-Pacheco                                                                                   	(Space Research Group, Universidad de Alcala)                                                                                                                                                                                   	</220315> 
<220315>  	SOLO_LL02_MAG                                        	Solar Orbiter                                                                                           	SOLO                     	Magnetometer                                                                                                                                                                             	MAG                         	Magnetic Field                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	T. Horbury                                                                                             	(The Blackett Laboratory, Imperial College London)                                                                                                                                                                              	</220315> 
<220315>  	SOLO_LL02_RPW-SBM1                                   	Solar Orbiter                                                                                           	SOLO                     	Radio and Plasma Waves                                                                                                                                                                   	RPW                         	Selected Burst Mode 1 (SBM1) Shock Events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	M. Maksimovic                                                                                          	(LESIA, Observatoire de Paris-CNRS)                                                                                                                                                                                             	</220315> 
<220315>  	SOLO_LL02_RPW-SBM2                                   	Solar Orbiter                                                                                           	SOLO                     	Radio and Plasma Waves                                                                                                                                                                   	RPW                         	Selected Burst Mode 2 (SBM2) Shock Events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	M. Maksimovic                                                                                          	(LESIA, Observatoire de Paris-CNRS)                                                                                                                                                                                             	</220315> 
<220315>  	SOLO_LL02_RPW-TNR                                    	Solar Orbiter                                                                                           	SOLO                     	Radio and Plasma Waves                                                                                                                                                                   	RPW                         	Thermal Noise Receiver (TNR)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	M. Maksimovic                                                                                          	(LESIA, Observatoire de Paris-CNRS)                                                                                                                                                                                             	</220315> 
<220315>  	SOLO_LL02_SWA-EAS-SS                                 	Solar Orbiter                                                                                           	SOLO                     	Solar Wind Analyser                                                                                                                                                                      	SWA                         	Electron Analyser System (EAS)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	C.J. Owen                                                                                              	(MSSL-UCL, University College London, UK)                                                                                                                                                                                       	</220315> 
<220315>  	SOLO_LL02_SWA-HIS-RAT                                	Solar Orbiter                                                                                           	SOLO                     	Solar Wind Analyser                                                                                                                                                                      	SWA                         	Heavy Ion Sensor (HIS) Ratios and Spectra Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	C.J. Owen                                                                                              	(MSSL-UCL, University College London, UK)                                                                                                                                                                                       	</220315> 
<220315>  	SOLO_LL02_SWA-PAS-MOM                                	Solar Orbiter                                                                                           	SOLO                     	Solar Wind Analyser                                                                                                                                                                      	SWA                         	Proton and Alpha Sensor (PAS) Quick Look Moments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            	Low Latency, Level 2  	(LL02)                  	1 second                       	-P6M              	-     	C.J. Owen                                                                                              	(MSSL-UCL, University College London, UK)                                                                                                                                                                                       	</220315> 
<230831>  	AEROCUBE-6-A_DOSIMETER_L2                            	AEROCUBE                                                                                               	AEROCUBE                 	Dosimeter                                                                                                                                                                                	                            	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	Level 2               	(L2)                    	                               	                  	-     	                                                                                                       	                                                                                                                                                                                                                                	</230831> 
<230831>  	AEROCUBE-6-B_DOSIMETER_L2                            	AEROCUBE                                                                                               	AEROCUBE                 	Dosimeter                                                                                                                                                                                	                            	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             	Level 2               	(L2)                    	                               	                  	-     	                                                                                                       	                                                                                                                                                                                                                                	</230831> 
<230831>  	DMSP-F16_SSIES-3_THERMAL-PLASMA													</230831> 
<230831>  	DMSP-F17_SSIES-3_THERMAL-PLASMA													</230831> 
<230831>  	DMSP-F18_SSIES-3_THERMAL-PLASMA													</230831> 
<230831>  	ELA_L1_EPDEF													</230831> 
<230831>  	ELA_L1_STATE_DEFN													</230831> 
<230831>  	ELA_L1_STATE_PRED													</230831> 
<230831>  	ELB_L1_EPDEF													</230831> 
<230831>  	ELB_L1_STATE_DEFN													</230831> 
<230831>  	ELB_L1_STATE_PRED													</230831> 
<230831>  	FAST_OR_SSC													</230831> 
<230831>  	FAST_TEAMS_PA_L2													</230831> 
<230831>  	GOES18_EPHEMERIS_SSC													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_CG_NOSP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_CG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_CG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_CG_SP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_CG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_CG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_DEFLECTION_1AU_7DAY													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_DEFLECTION_SCF_7DAY													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_LOSS_1AU_7DAY													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_LOSS_SCF_7DAY													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_NOCG_NOSP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_NOCG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_NOCG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_NOCG_SP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_NOCG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_NOCG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_SURVPRO_1AU_7DAY													</230831> 
<230831>  	IBEX_H3_ENA_HI_R04_SURVPRO_SCF_7DAY													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_ANTIRAM_MIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_ANTIRAM_VEIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_OMNI_MIF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_OMNI_VEIF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_RAM_MIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_NOSP_RAM_VEIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_ANTIRAM_MIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_ANTIRAM_VEIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_OMNI_MIF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_OMNI_VEIF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_RAM_MIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_CG_SP_RAM_VEIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_NOSP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_NOSP_ANTIRAM_VESCF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_NOSP_OMNI_VESCF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_NOSP_RAM_VEIF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_SP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_SP_ANTIRAM_VESCF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_SP_OMNI_VESCF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R07_NOCG_SP_RAM_VESCF_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R08_OMNI_F2-RIBBON-MAPS-GAL_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R08_OMNI_F2-RIBBON-MAPS-J2000_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R08_OMNI_F2-RIBBON-MAPS_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R08_OMNI_F3-GDF-MAPS-GALACTIC_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R08_OMNI_F3-GDF-MAPS-J2000_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R08_OMNI_F3-GDF-MAPS_5YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R15_CG_SP_RIBCEN_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R15_CG_SP_RIBCEN_2YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R15_CG_SP_RIBCEN_3YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_NOSP_ANTIRAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_NOSP_OMNI_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_NOSP_RAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_ANTIRAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_OMNI_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_OMNI_2YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_OMNI_3YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_RAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_CG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_NOSP_ANTIRAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_NOSP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_NOSP_OMNI_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_NOSP_RAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_ANTIRAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_OMNI_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_RAM_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_RAM_EQUA_11YR													</230831> 
<230831>  	IBEX_H3_ENA_HI_R16_NOCG_SP_RAM_GALA_11YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R04_CG_SP_ANTIRAM_3YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R04_CG_SP_RAM_3YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R06_SCHWADRON-H													</230831> 
<230831>  	IBEX_H3_ENA_LO_R06_SCHWADRON-HE													</230831> 
<230831>  	IBEX_H3_ENA_LO_R07_NOCG_NOSP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_LO_R07_NOCG_NOSP_OMNI_VESCF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_LO_R07_NOCG_SP_OMNI_6MO													</230831> 
<230831>  	IBEX_H3_ENA_LO_R07_NOCG_SP_OMNI_VESCF_10MP													</230831> 
<230831>  	IBEX_H3_ENA_LO_R08_OMNI_F2-RIBBON-MAPS-GAL_5YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R08_OMNI_F2-RIBBON-MAPS-J2000_5YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R08_OMNI_F2-RIBBON-MAPS_5YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R08_OMNI_F3-GDF-MAPS-GALACTIC_5YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R08_OMNI_F3-GDF-MAPS-J2000_5YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R08_OMNI_F3-GDF-MAPS_5YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R11_SCHWADRON-INTERSTELLAR-O													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_CG_NOSP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_CG_NOSP_OMNI_1YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_CG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_CG_SP_ANTIRAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_CG_SP_OMNI_1YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_CG_SP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_LO_R17_NOCG_NOSP_RAM_1YR													</230831> 
<230831>  	IBEX_H3_ENA_R05_MARINER-H-HE													</230831> 
<230831>  	METOP3_POES-SEM2_FLUXES-2SEC													</230831> 
<230831>  	MVN_SEP_L2_S1-CAL-SVY-FULL													</230831> 
<230831>  	MVN_SEP_L2_S2-CAL-SVY-FULL													</230831> 
<230831>  	MVN_STA_L2_D8-12R1E													</230831> 
<230831>  	MVN_STA_L2_D9-12R64E													</230831> 
<230831>  	MVN_STA_L2_DA-1R64E													</230831> 
<230831>  	MVN_SWE_L2_ARC3D													</230831> 
<230831>  	MVN_SWE_L2_ARCPAD													</230831> 
<230831>  	MVN_SWE_L2_SVY3D													</230831> 
<230831>  	MVN_SWE_L2_SVYPAD													</230831> 
<230831>  	MVN_SWE_L2_SVYSPEC													</230831> 
<230831>  	MVN_SWI_L2_COARSEARC3D													</230831> 
<230831>  	MVN_SWI_L2_COARSESVY3D													</230831> 
<230831>  	MVN_SWI_L2_FINEARC3D													</230831> 
<230831>  	MVN_SWI_L2_FINESVY3D													</230831> 
<230831>  	MVN_SWI_L2_ONBOARDSVYMOM													</230831> 
<230831>  	MVN_SWI_L2_ONBOARDSVYSPEC													</230831> 
<230831>  	PO_HYD_ENERGY_FLUX													</230831> 
<230831>  	PSP_FLD_L2_AEB													</230831> 
<230831>  	PSP_FLD_L3_SQTN_RFS_V1V2													</230831> 
<230831>  	PSP_SWP_SPI_SF01_L2_8DX32EX8A													</230831> 
<230831>  	SOLO_COHO1HR_MERGED_MAG_PLASMA													</230831> 
<230831>  	SOLO_L2_EPD-STEP-MAIN													</230831> 
<230831>  	SOLO_L2_RPW-LFR-SURV-ASM													</230831> 
<230831>  	SOLO_L2_SWA-PAS-VDF													</230831> 
<230831>  	SOLO_L3_RPW-BIA-DENSITY													</230831> 
<230831>  	SOLO_L3_RPW-BIA-DENSITY-10-SECONDS													</230831> 
<230831>  	SOLO_L3_RPW-BIA-EFIELD													</230831> 
<230831>  	SOLO_L3_RPW-BIA-EFIELD-10-SECONDS													</230831> 
<230831>  	SOLO_L3_RPW-BIA-SCPOT													</230831> 
<230831>  	SOLO_L3_RPW-BIA-SCPOT-10-SECONDS													</230831> 
<230831>  	STA_L1_HET													</230831> 
<230831>  	STB_L1_HET													</230831> 
<230831>  	TOOWINDY_E_NE													</230831> 
<230831>  	TWINS1_HK_1SEC													</230831> 
<230831>  	TWINS2_HK_1SEC													</230831> 
<230831>  	VG1_PWS_WF													</230831> 
<230831>  	VG2_PWS_WF													</230831> 
<230831>  	WI_L2-30MIN_SMS-STICS-AFM-MAGNETOSPHERE													</230831> 
<230831>  	WI_L2-30MIN_SMS-STICS-AFM-SOLARWIND													</230831> 
<230831>  	WI_L2-30MIN_SMS-STICS-ERPA-MAGNETOSPHERE													</230831> 
<230831>  	WI_L2-30MIN_SMS-STICS-ERPA-SOLARWIND													</230831> 
<230831>  	WI_L2-3MIN_SMS-STICS-VDF-MAGNETOSPHERE													</230831> 
<230831>  	WI_L2-3MIN_SMS-STICS-VDF-SOLARWIND													</230831> 
<230831>  	WI_L2_3MIN_SMS-STICS-NVT-MAGNETOSPHERE													</230831> 
<230831>  	WI_L2_3MIN_SMS-STICS-NVT-SOLARWIND													</230831> 
<20230901>  	AIM_CIPS_SCI_3A					Cloud Imaging and Particle Size					-	Cora E. Randall	(University of Colorado)	</20230901>  
<20230901>  	BAR_6A_L2_EPHM					Ephemeris					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_6A_L2_FSPC					Fast Spectra					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_6A_L2_HKPG					Housekeeping					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_6A_L2_MAGN					Magnetometer					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_6A_L2_MSPC					Medium Spectra					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_6A_L2_RCNT					Rate Counters					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_6A_L2_SSPC					Slow Spectra					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_EPHM					Ephemeris					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_FSPC					Fast Spectra					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_HKPG					Housekeeping					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_MAGN					Magnetometer					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_MSPC					Medium Spectra					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_RCNT					Rate Counters					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	BAR_7A_L2_SSPC					Slow Spectra					-	Robyn Millan	(Dartmouth College)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G08										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G09										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G10										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G11										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G12										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G13										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G14										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G15										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G16										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	DN_MAGN-L2-HIRES_G17										-	Rob Redmon, Paul Loto'aniu, Howard Singer	(DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively)	</20230901>  
<20230901>  	ELA_L1_EPDIF					L1 Data					-	V. Angelopoulos	(UCLA, IGPP/EPSS)	</20230901>  
<20230901>  	ELB_L1_EPDIF					L1 Data					-	V. Angelopoulos	(UCLA, IGPP/EPSS)	</20230901>  
<20230901>  	ENDURANCE_EPHEMERIS_DEF					definitive data 					-	G. Collinson	(NASA GSFC / Catholic University of America)	</20230901>  
<20230901>  	FORMOSAT5_AIP_IDN					Advanced Ionospheric Probe					-	C.K. Chao	(NCU)	</20230901>  
