cl_st_whi_00000000_v01.cdf	2014-08-19 17:53	38K
cl_us_fgm_00000000_v01.cdf	2014-08-19 17:53	33K
c1_sp_wbd_00000000_v01.cdf	2014-08-19 17:53	18K
c4_waveform_wbdtt2k_00000000_v01.cdf	2014-08-19 17:54	39K
cl_sp_cis_00000000_v01.cdf	2014-08-19 17:54	50K
cl_sp_rap_00000000_v01.cdf	2014-08-19 17:54	48K
cl_sp_wbd_00000000_v01.cdf	2014-08-19 17:54	18K
cl_sp_edi_00000000_v01.cdf	2014-08-19 17:54	34K
cl_sp_fgm_00000000_v01.cdf	2014-08-19 18:10	41K
c2_pp_cis_00000000_v01.cdf	2014-08-22 11:53	51K
rbsp-a_wfr-spectral-matrix-burst_emfisis-l2_00000000_v01.cdf	2014-10-31 14:34	57K
rbsp-a_wfr-spectral-matrix_emfisis-quick-look_00000000_v01.cdf	2014-10-31 14:34	61K
rbsp-b_wfr-spectral-matrix_emfisis-quick-look_00000000_v01.cdf	2014-10-31 14:34	61K
timed_l1b_saber_00000000_v01.cdf	2014-10-31 14:34	95K
uy_h0hst2s1_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0hst2s2_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0hst2s3_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0hst2s4_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0hst3s1_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0hst3s2_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0hst3s3_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0hst3s4_epac_00000000_v01.cdf	2014-10-31 14:34	28K
uy_h0pst1_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0pst2_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0pst3_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0pst4_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0zst1_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0zst2_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0zst3_epac_00000000_v01.cdf	2014-10-31 14:34	29K
uy_h0zst4_epac_00000000_v01.cdf	2014-10-31 14:34	29K
