Num	Metadata File Name	SPASE Resource ID from XML description	SPASE Revise	SPASE Review	Metadata Contact	Revision Note	Revised SPASE Resource ID	Review Notes
076	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
077	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
078	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
079	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
080	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
081	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
082	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
083	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
084	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
085	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEMS120/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
086	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Proton/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Proton/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
087	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Proton/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Proton/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
088	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
089	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
090	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
091	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/HeavyIon/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/HeavyIon/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
092	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Electron/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Electron/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
093	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Electron/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Electron/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
094	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Electron/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SpacecraftFrame/SpinAveraged/Electron/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
095	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Proton/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Proton/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
096	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Proton/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Proton/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
097	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
098	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
099	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
100	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/HeavyIon/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/HeavyIon/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
101	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Electron/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Electron/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
102	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Electron/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Electron/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
103	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Electron/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS_LEMS/MFSA/SolarWindFrame/SpinAveraged/Electron/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
104	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT5M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT5M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
105	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
106	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT11.5S.xml	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT11.5S	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
107	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/SpacecraftFrame/Sectored/Ion_Electron/CountRates/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
108	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
109	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
110	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
111	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
112	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
113	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
114	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Electron/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Electron/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
115	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Electron/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Electron/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
116	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Electron/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SpacecraftFrame/Sectored/Electron/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
117	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
118	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
119	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
120	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
121	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
122	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/HeavyIon/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
123	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Electron/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Electron/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
124	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Electron/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Electron/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
125	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Electron/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS60/MFSA/SolarWindFrame/Sectored/Electron/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
126	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT5M.xml	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT5M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
127	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
128	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT11.5S.xml	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/PT11.5S	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
129	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS150/SpacecraftFrame/Sectored/Ion_Electron/CountRates/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
130	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
131	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
132	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/P1D.xml	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/Proton/Fluxes/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
133	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT1H.xml	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
134	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT17M.xml	NASA/NumericalData/ACE/EPAM/LEFS150/MFSA/SpacecraftFrame/Sectored/HeavyIon/Fluxes/PT17M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW, updated the DataProducer Person to Dennis K. Haggerty, metadata updated to SPASE 2.4.1, reviewed by LFB 20220730		
