									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
SMWG/Person/Alv.A.Egeland	Alv A. Egeland	Alv	Alv, A.	Egeland	A.A. Egeland	University of Oslo			N_I_N
SMWG/Person/Alvaro.Gimenez	Alvaro Gimenez	Alvaro	Alvaro	Gimenez	A. Gimenez	Instituto Nacional de Tecnica Aeroepacial			N_N
SMWG/Person/Alvin.J.Miller	Alvin J. Miller	Alvin	Alvin, J.	Miller	A.J. Miller	NOAA National Weather Service			N_I_N
SMWG/Person/Alvin.Seiff	Alvin Seiff	Alvin	Alvin	Seiff	A. Seiff	NASA Ames Research Center			N_N
SMWG/Person/Alysha.Reinard	Alysha Reinard	Alysha	Alysha	Reinard	A. Reinard	NOAA		Alysha.Reinard	N_N
SMWG/Person/Amit.Sen	Amit Sen	Amit	Amit	Sen	A. Sen	Jet Propulsion Laboratory			N_N
SMWG/Person/Amy.Hochstettler.Culver	Amy Hochstettler Culver	Amy	Amy, Hochstettler	Culver	A.H. Culver	Jet Propulsion Laboratory			N_N_N
SMWG/Person/Amy.M.Kersee	Amy M. Kersee	Amy	Amy, M.	Kersee	A.M. Kersee	Department of Physics and Astronomy		TWINS1 TWINS2	N_I_N
SMWG/Person/Anatoli.A.Petrukovich	Anatoli A. Petrukovich	Anatoli	Anatoli, A.	Petrukovich	A.A. Petrukovich	Russian Academy of Sciences			N_I_N
SMWG/Person/Anatoliy.A.Nusinov	Anatoliy A. Nusinov	Anatoliy	Anatoliy, A.	Nusinov	A.A. Nusinov	Institute of Applied Geophysics			N_I_N
SMWG/Person/Andras.Csontos	Andras Csontos	Andras	Andras	Csontos	A. Csontos	Eotvos Lorand Geophysical Institute of Hungary, Budapest			N_N
SMWG/Person/Andre.Balogh	Andre Balogh	Andre	Andre	Balogh	A. Balogh	Imperial College of Science, Technology and Medic		Ulysses	N_N
SMWG/Person/Andre.Brahic	Andre Brahic	Andre	Andre	Brahic	A. Brahic	Observatoire de Paris			N_N
SMWG/Person/Andre.C.Boischot	Andre C. Boischot	Andre	Andre, C.	Boischot	A.C. Boischot	French Aeronautics and Space Research Center			N_I_N
SMWG/Person/Andre.G.Monfils	Andre G. Monfils	Andre	Andre, G.	Monfils	A.G. Monfils	Universite de Liege			N_I_N
SMWG/Person/Andre.Malherbe	Andre Malherbe	Andre	Andre	Malherbe	A. Malherbe	Matra - Equipments and Technologies Division			N_N
SMWG/Person/Andre.Marten	Andre Marten	Andre	Andre	Marten	A. Marten	Observatoire de Paris-Meudon			N_N
SMWG/Person/Andre.St.Marc	Andre St. Marc	Andre	Andre, St.	Marc	A.St. Marc	Universite Paul Sabatier			N_IR_N
SMWG/Person/Andrea.M.Mastro	Andrea M. Mastro	Andrea	Andrea, M.	Mastro	A.M. Mastro	Pennsylvania State University			N_I_N
SMWG/Person/Andrei.B.Severny	Andrei B. Severny	Andrei	Andrei, B.	Severny	A.B. Severny	Academy of Sciences			N_I_N
SMWG/Person/Andrei.Soare	Andrei Soare	Andrei	Andrei	Soare	A. Soare	Observatorul Geofizic Surlari, Romania			N_N
SMWG/Person/Andrej.I.Zakharov	Andrej I. Zakharov	Andrej	Andrej, I.	Zakharov	A.I. Zakharov	Sternberg Astronomical Institute			N_I_N
SMWG/Person/Andrew.A.Lacis	Andrew A. Lacis	Andrew	Andrew, A.	Lacis	A.A. Lacis	Goddard Institute for Space Studies			N_I_N
SMWG/Person/Andrew.B.Christensen	Andrew B. Christensen	Andrew	Andrew, B.	Christensen	A.B. Christensen	Aerospace Corporation		TIMED	N_I_N
SMWG/Person/Andrew.B.Collier	Andrew Collier	Andrew	Andrew	Collier	A. Collier	Hermanus Magnetic Observatory			N_N
SMWG/Person/Andrew.D.Morrison	Andrew D. Morrison	Andrew	Andrew, D.	Morrison	A.D. Morrison	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Andrew.E.Szymkowiak	Andrew E. Szymkowiak	Andrew	Andrew, E.	Szymkowiak	A.E. Szymkowiak	GSFC-Code 662			N_I_N
SMWG/Person/Andrew.F.Cheng	Andrew F. Cheng	Andrew	Andrew, F.	Cheng	A.F. Cheng	Applied Physics Laboratory			N_I_N
SMWG/Person/Andrew.F.Nagy	Andrew F. Nagy	Andrew	Andrew, F.	Nagy	A.F. Nagy	University of Michigan			N_I_N
SMWG/Person/Andrew.Fazakerly	Andrew Fazakerly	Andrew	Andrew	Fazakerly	A. Fazakerly	Mullard Space Science Laboratory			N_N
SMWG/Person/Andrew.J.Coates	Andrew J. Coates	Andrew	Andrew, J.	Coates	A.J. Coates	Mullard Space Science Laboratory			N_I_N
SMWG/Person/Andrew.J.Davis	Andrew J. Davis	Andrew	Andrew, J.	Davis	A.J. Davis	California Institute of Technology		ACE STEREO-A STEREO-B	N_I_N
SMWG/Person/Andrew.J.Masley	Andrew J. Masley	Andrew	Andrew, J.	Masley	A.J. Masley	Unknown - formerly at TRW, Redondo Beach, CA			N_I_N
SMWG/Person/Andrew.M.Smith	Andrew M. Smith	Andrew	Andrew, M.	Smith	A.M. Smith	GSFC-Code 681			N_I_N
SMWG/Person/Andrew.N.Fazakerley	Andrew N. Fazakerley	Andrew	Andrew, N.	Fazakerley	A.N. Fazakerley	University College London			N_I_N
SMWG/Person/Andrew.P.Ingersoll	Andrew P. Ingersoll	Andrew	Andrew, P.	Ingersoll	A.P. Ingersoll	California Institute of Technology			N_I_N
SMWG/Person/Andrew.W.McCulloch	Andrew W. McCulloch	Andrew	Andrew, W.	McCulloch	A.W. McCulloch	GSFC-Code 925			N_I_N
SMWG/Person/Andrew.W.Yau	Andrew W. Yau	Andrew	Andrew, W.	Yau	A.W. Yau	University of Calgary			N_I_N
SMWG/Person/Andrey.Fedorov	Andrey Fedorov	Andrey	Andrey	Fedorov	A. Fedorov	Russian Academy of Sciences			N_N
SMWG/Person/Andriy.Koval	Andriy Koval	Andriy	Andriy	Koval	A. Koval	Goddard Planetary Physics Institute, University of Maryland, Baltimore County		Wind	N_N
SMWG/Person/Andy.Kale	Andy Kale	Andy	Andy	Kale	A. Kale	Department of Physics			N_N
SMWG/Person/Angel.Omar.Pelliciuoli	Angel Omar Pelliciuoli	Angel	Angel, Omar	Pelliciuoli	A.O. Pelliciuoli	Universidad Nacional de La Plata, Depto. de Magnetisme Terrestre, Argentina			N_N_N
SMWG/Person/Angelos.Vourlidas	Angelos Vourlidas	Angelos	Angelos	Vourlidas	A. Vourlidas	Johns Hopkins University Applied Physics Laboratory		STEREO STEREO-A	N_N
SMWG/Person/Angioletta.Coradini	Angioletta Coradini	Angioletta	Angioletta	Coradini	A. Coradini	Consiglio Nazionale delle Ricerche			N_N
SMWG/Person/Anik.De.Groof	Anik De Groof	Anik	Anik, De	Groof	A.D. Groof	European Space Agency			N_N_N
SMWG/Person/Anita.L.Cochran	Anita L. Cochran	Anita	Anita, L.	Cochran	A.L. Cochran	University of Texas at Austin			N_I_N
SMWG/Person/Ann.F.Whitaker	Ann F. Whitaker	Ann	Ann, F.	Whitaker	A.F. Whitaker	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Ann.M.Persoon	Ann M. Persoon	Ann	Ann, M.	Persoon	A.M. Persoon	University of Iowa		DE1	N_I_N
SMWG/Person/Ann.Newman	Ann Newman	Ann	Ann	Newman	A. Newman	NOAA Space Weather Prediction Center			N_N
SMWG/Person/Anna.Laurin	Anna Laurin	Anna	Anna	Laurin	A. Laurin	Swedish Space Corporation			N_N
SMWG/Person/Anna.Naemi.Willer	Anna Naemi Willer	Anna	Anna, Naemi	Willer	A.N. Willer	Technical University of Danmark, DTU Space, National Space Institute			N_N_N
SMWG/Person/Anna.Tenerani	Anna Tenerani	Anna	Anna	Tenerani	A. Tenerani	Department of Earth, Planetary, and Space Sciences, University of California, Los Angeles		Ulysses	N_N
SMWG/Person/Anne.B.Kahle	Anne B. Kahle	Anne	Anne, B.	Kahle	A.B. Kahle	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Anne.C.Raugh	Anne C. Raugh	Anne	Anne, C.	Raugh	A.C. Raugh	University of Maryland			N_I_N
SMWG/Person/Anne.E.Wehrle	Anne E. Wehrle	Anne	Anne, E.	Wehrle	A.E. Wehrle	California Institute of Technology			N_I_N
SMWG/Person/Annie.Howington-Kraus	Annie Howington-Kraus	Annie	Annie	Howington-Kraus	A. Howington-Kraus	US Geological Survey			N_N
SMWG/Person/Annie.L.Holmes	Annie L. Holmes	Annie	Annie, L.	Holmes	A.L. Holmes	Unknown - formerly at NASA-JPL			N_I_N
SMWG/Person/Antal.J.Somogyi	Antal J. Somogyi	Antal	Antal, J.	Somogyi	A.J. Somogyi	Hungarian Academy of Sciences			N_I_N
SMWG/Person/Anthony.C.Riddle	Anthony C. Riddle	Anthony	Anthony, C.	Riddle	A.C. Riddle	Unknown			N_I_N
SMWG/Person/Anthony.D.Del.Genio	Anthony D. Del Genio	Anthony	Anthony, D. Del	Genio	A.D.D. Genio	Goddard Institute for Space Studies			N_I_N_N
SMWG/Person/Anthony.J.Caporale	Anthony J. Caporale	Anthony	Anthony, J.	Caporale	A.J. Caporale	GSFC-Code 920.1			N_I_N
SMWG/Person/Anthony.J.Spear	Anthony J. Spear	Anthony	Anthony, J.	Spear	A.J. Spear	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Anthony.J.Tuzzolino	Anthony J. Tuzzolino	Anthony	Anthony, J.	Tuzzolino	A.J. Tuzzolino	University of Chicago			N_I_N
SMWG/Person/Anthony.Lui	Tony Lui	Tony	Tony	Lui	T. Lui	John Hopkins University APL			N_N
SMWG/Person/Anthony.M.ONeil	Anthony M. O&apos;Neil	Anthony	Anthony, M.	O&apos;Neil	A.M. O&apos;Neil	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Anthony.O.Dahl	Anthony O. Dahl	Anthony	Anthony, O.	Dahl	A.O. Dahl	University of Pennsylvania			N_I_N
SMWG/Person/Anthony.Onu.Ukanwa	Anthony Onu Ukanwa	Anthony	Anthony, Onu	Ukanwa	A.O. Ukanwa	Unknown - formerly at NASA Marshall Space F			N_N_N
SMWG/Person/Anthony.S.Liu	Anthony S. Liu	Anthony	Anthony, S.	Liu	A.S. Liu	Unknown			N_I_N
SMWG/Person/Anthony.T.Y.Lui	Anthony T. Y. Lui	Anthony	Anthony, T. Y.	Lui	A.T.Y. Lui	Applied Physics Laboratory			N_I_I_N
SMWG/Person/Anthony.W.Case	Anthony W. Case	Anthony	Anthony, W.	Case	A.W. Case	Harvard-Smithsonian Center for Astrophysics			N_I_N
SMWG/Person/Anthony.W.England	Anthony W. England	Anthony	Anthony, W.	England	A.W. England	NASA Johnson Space Center			N_I_N
SMWG/Person/Antoine.Mizzi	Antoine Mizzi	Antoine	Antoine	Mizzi	A. Mizzi	Centre National d&apos;Etudes Spatiales			N_N
SMWG/Person/Antoinette.B.Galvin	Antoinette B. Galvin	Antoinette	Antoinette, B.	Galvin	A.B. Galvin	University of New Hampshire		STEREO STEREO-A STEREO-B Wind	N_I_N
SMWG/Person/Antonella.Barucci	Antonella Barucci	Antonella	Antonella	Barucci	A. Barucci	Observatoire de Paris-Meudon			N_N
SMWG/Person/Antonin.Vacek	Antonin Vacek	Antonin	Antonin	Vacek	A. Vacek	Czech Academy of Sciences			N_N
SMWG/Person/Antonio.Meloni	Antonio Meloni	Antonio	Antonio	Meloni	A. Meloni	Istituto Nazionale di Geofisica, Rome			N_N
SMWG/Person/Antonio.Mogro-Campero	Antonio Mogro-Campero	Antonio	Antonio	Mogro-Campero	A. Mogro-Campero	University of California, San Diego			N_N
SMWG/Person/Antonius.C.Michels	Antonius C. Michels	Antonius	Antonius, C.	Michels	A.C. Michels	Universiteit van Amsterdam			N_I_N
SMWG/Person/Antony.Stark	Antony Stark	Antony	Antony	Stark	A. Stark	Smithsonian Astrophysical Observatory			N_N
SMWG/Person/Ants.Kutzer	Ants Kutzer	Ants	Ants	Kutzer	A. Kutzer	Gesellschaft fur Weltraumforschung			N_N
SMWG/Person/Archibald.L.Fripp	Archibald L. Fripp	Archibald	Archibald, L.	Fripp	A.L. Fripp	NASA Langley Research Center			N_I_N
SMWG/Person/Arden.L.Albee	Arden L. Albee	Arden	Arden, L.	Albee	A.L. Albee	California Institute of Technology			N_I_N
SMWG/Person/Ari-Matti.Harri	Ari-Matti Harri	Ari-Matti	Ari-Matti	Harri	A. Harri	Finnish Meteorological Institute			N_N
SMWG/Person/Ari.Viljanen	Ari Viljanen	Ari	Ari	Viljanen	A. Viljanen	Finnish Meteorological Institute			N_N
SMWG/Person/Arlene.F.Peterson	Arlene F. Peterson	Arlene	Arlene, F.	Peterson	A.F. Peterson	GSFC-Code 460			N_I_N
SMWG/Person/Arlin.J.Krueger	Arlin J. Krueger	Arlin	Arlin, J.	Krueger	A.J. Krueger	GSFC-Code 916			N_I_N
SMWG/Person/Armelle.Bernard	Armelle Bernard	Armelle	Armelle	Bernard	A. Bernard	Institut et Observatoire Geophysique d&apos;Antananarivo (IOGA)			N_N
SMWG/Person/Arne.K.Richter	Arne K. Richter	Arne	Arne, K.	Richter	A.K. Richter	Max-Planck-Institut fur Aeronomie			N_I_N
SMWG/Person/Arne.Pedersen	Arne Pedersen	Arne	Arne	Pedersen	A. Pedersen	University of Oslo		Cluster Cluster-Rumba Cluster-Salsa Cluster-Samba Cluster-Tango	N_N
SMWG/Person/Arnold.Benz	Arnold Benz	Arnold	Arnold	Benz	A. Benz	Institute of Astronomy			N_N
SMWG/Person/Arnoldo.Valenzuela	Arnoldo Valenzuela	Arnoldo	Arnoldo	Valenzuela	A. Valenzuela	Max-Planck-Institut fur Extra-			N_N
SMWG/Person/Artem.Ivankov	Artem Ivankov	Artem	Artem	Ivankov	A. Ivankov	Lavochkin Association			N_N
SMWG/Person/Arthur.A.Rudmann	Arthur A. Rudmann	Arthur	Arthur, A.	Rudmann	A.A. Rudmann	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Arthur.Bewick	Arthur Bewick	Arthur	Arthur	Bewick	A. Bewick	Imperial College of Science, Technology and Medi			N_N
SMWG/Person/Arthur.C.Vailas	Arthur C. Vailas	Arthur	Arthur, C.	Vailas	A.C. Vailas	University of Houston			N_I_N
SMWG/Person/Arthur.D.Code	Arthur D. Code	Arthur	Arthur, D.	Code	A.D. Code	University of Wisconsin-Madison			N_I_N
SMWG/Person/Arthur.F.Obenschain	Arthur F. Obenschain	Arthur	Arthur, F.	Obenschain	A.F. Obenschain	GSFC-Code 500			N_I_N
SMWG/Person/Arthur.G.Ghielmetti	Arthur G. Ghielmetti	Arthur	Arthur, G.	Ghielmetti	A.G. Ghielmetti	Lockheed Palo Alto Research Laboratory			N_I_N
SMWG/Person/Arthur.I.Poland	Arthur I. Poland	Arthur	Arthur, I.	Poland	A.I. Poland	GSFC-Code 682			N_I_N
SMWG/Person/Arthur.J.Hundhausen	Arthur J. Hundhausen	Arthur	Arthur, J.	Hundhausen	A.J. Hundhausen	National Center for Atmospheric Research			N_I_N
SMWG/Person/Arthur.Lonne.Lane	Arthur Lonne Lane	Arthur	Arthur, Lonne	Lane	A.L. Lane	Jet Propulsion Laboratory			N_N_N
SMWG/Person/Arthur.R.W.Hughes	Arthur R. W. Hughes	Arthur	Arthur, R. W.	Hughes	A.R.W. Hughes	University of Natal			N_I_I_N
SMWG/Person/Arthur.T.McClinton.Jr	Arthur T. McClinton, Jr.	Arthur	Arthur, T.	McClinton, Jr.	A.T. McClinton, Jr.	MITRE Corporation			N_I_N
SMWG/Person/Arvydas.J.Kliore	Arvydas J. Kliore	Arvydas	Arvydas, J.	Kliore	A.J. Kliore	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Asgeir.Brekke	Asgeir Brekke	Asgeir	Asgeir	Brekke	A. Brekke	University of Tromso			N_N
SMWG/Person/Ashok.G.Kaveeshwar	Ashok G. Kaveeshwar	Ashok	Ashok, G.	Kaveeshwar	A.G. Kaveeshwar	Raytheon ITSS			N_I_N
SMWG/Person/Astrid.Veronig	Astrid Veronig	Astrid	Astrid	Veronig	A. Veronig	Institut für Physik, Universität Graz			N_N
SMWG/Person/Atalay.Ayele	Atalay Ayele	Atalay	Atalay	Ayele	A. Ayele	Geophysical Observatory, Addis Ababa University			N_N
SMWG/Person/Athanasios.Boudouridis	Athanasios Boudouridis	Athanasios	Athanasios	Boudouridis	A. Boudouridis	Department of Atmospheric Sciences			N_N
SMWG/Person/Athena.Coustenis	Athena Coustenis	Athena	Athena	Coustenis	A. Coustenis	Observatoire de Paris-Meudon			N_N
SMWG/Person/Atsuhiro.Nishida	Atsuhiro Nishida	Atsuhiro	Atsuhiro	Nishida	A. Nishida	Japan Society for the Promotion of Science			N_N
SMWG/Person/Aubry.Michel.Petit	Aubry Michel Petit	Aubry	Aubry, Michel	Petit	A.M. Petit	Centre National de la Recherche			N_N_N
SMWG/Person/Aude.Chambodut	Aude Chambodut	Aude	Aude	Chambodut	A. Chambodut	Institut et Observatoire Geophysique d&apos;Antananarivo (IOGA)			N_N
SMWG/Person/Augustin.Chicarro	Augustin Chicarro	Augustin	Augustin	Chicarro	A. Chicarro	ESA-European Space Research Technology Centr			N_N
SMWG/Person/Augusto.Cogoli	Augusto Cogoli	Augusto	Augusto	Cogoli	A. Cogoli	Eidgenossische Technische Hochschule			N_N
SMWG/Person/Axel.Korth	Axel Korth	Axel	Axel	Korth	A. Korth	Max-Planck-Institut fur Aeronomie			N_N
SMWG/Person/Ayako.Matsuoka	Ayako Matsuoka	Ayako	Ayako	Matsuoka	A. Matsuoka	JAXA			N_N
SMWG/Person/B.B.Webber	B. B. Webber	B.	B., B.	Webber	B.B. Webber	Unknown - formerly at Oak Ridge National Lab			I_I_N
SMWG/Person/B.Buckhald	B. Buckhald	B.	B.	Buckhald	B. Buckhald	University of California, Berkeley			I_N
SMWG/Person/B.Byrnak	B. Byrnak	B.	B.	Byrnak	B. Byrnak	Danish Space Research Institute			I_N
SMWG/Person/B.C.Fawcett	B. C. Fawcett	B.	B., C.	Fawcett	B.C. Fawcett	Rutherford Appleton Laboratory			I_I_N
SMWG/Person/B.Dichter	B. Dichter	B.	B.	Dichter	B. Dichter	Panametrics Incorporated			I_N
SMWG/Person/B.G.Huang	B. G. Huang	B.	B., G.	Huang	B.G. Huang	Adnet Systems, Inc.		MMS	I_I_N
SMWG/Person/B.H.Ferer	B. H. Ferer	B.	B., H.	Ferer	B.H. Ferer	Unknown - formerly at GSFC-Code 701.1			I_I_N
SMWG/Person/B.J.Farmer	B. J. Farmer	B.	B., J.	Farmer	B.J. Farmer	Ling-Temco-Vought Aerospace Corp			I_I_N
SMWG/Person/B.K.Ching	B. K. Ching	B.	B., K.	Ching	B.K. Ching	Aerospace Corporation			I_I_N
SMWG/Person/B.Kirov	B. Kirov	B.	B.	Kirov	B. Kirov	Bulgarian Academy of Sciences			I_N
SMWG/Person/B.Ledsham	B. Ledsham	B.	B.	Ledsham	B. Ledsham	Massachusetts Institute of Technology			I_N
SMWG/Person/B.Mendeva	B. Mendeva	B.	B.	Mendeva	B. Mendeva	Bulgarian Academy of Sciences			I_N
SMWG/Person/B.Miller	B. Miller	B.	B.	Miller	B. Miller	Smithsonian Astrophysical Observatory			I_N
SMWG/Person/B.Moynot	B. Moynot	B.	B.	Moynot	B. Moynot	Centre National d&apos;Etudes Spatiales			I_N
SMWG/Person/B.Nagarajan	B. Nagarajan	B.	B.	Nagarajan	B. Nagarajan	Survey of India, Geodetic Research Branch			I_N
SMWG/Person/B.Narheim	B. Narheim	B.	B.	Narheim	B. Narheim	Norwegian Defence Research			I_N
SMWG/Person/B.P.Kozyrev	B. P. Kozyrev	B.	B., P.	Kozyrev	B.P. Kozyrev	Academy of Sciences			I_I_N
SMWG/Person/B.Parlier	B. Parlier	B.	B.	Parlier	B. Parlier	Centre d&apos;Etudes Nucleaires de Saclay			I_N
SMWG/Person/B.R.May	B. R. May	B.	B., R.	May	B.R. May	Meteorological Office			I_I_N
SMWG/Person/B.Ron.McCullar	B. Ron McCullar	B.	B., Ron	McCullar	B.R. McCullar	NASA Headquarters			I_N_N
SMWG/Person/B.Serene	B. Serene	B.	B.	Serene	B. Serene	European Space Agency			I_N
SMWG/Person/B.Stockwell	B. Stockwell	B.	B.	Stockwell	B. Stockwell	ESA-European Space Research Technology			I_N
SMWG/Person/B.Sturm	B. Sturm	B.	B.	Sturm	B. Sturm	Ispra Establishment			I_N
SMWG/Person/B.Sue.Criswell	B. Sue Criswell	B.	B., Sue	Criswell	B.S. Criswell	Baylor University			I_N_N
SMWG/Person/B.T.Nolan	B. T. Nolan	B.	B., T.	Nolan	B.T. Nolan	Unknown - formerly at NASA Headquarters			I_I_N
SMWG/Person/B.Zucker	B. Zucker	B.	B.	Zucker	B. Zucker	Computer Sciences Corporation			I_N
SMWG/Person/Babakhanov.Ilkhambek	Babakhanov Ilkhambek	Babakhanov	Babakhanov	Ilkhambek	B. Ilkhambek	Russian Academy of Sciences, Far Eastern Branch			N_N
SMWG/Person/Badar.M.K.Ghauri	Badar M. K. Ghauri	Badar	Badar, M. K.	Ghauri	B.M.K. Ghauri	Ionospheric Research Division, Pakistan Space Upper Atmosphere Research Commission, (SUPARCO), Karachi			N_I_I_N
SMWG/Person/Ballard.E.Troy.Jr	Ballard E. Troy, Jr.	Ballard	Ballard, E.	Troy, Jr.	B.E. Troy, Jr.	Unknown - formerly at Naval Research Lab			N_I_N
SMWG/Person/Baptiste.Cecconi	Baptiste Cecconi	Baptiste	Baptiste	Cecconi	B. Cecconi	LESIA, CNRS, Observatoire de Paris, PSL			N_N
SMWG/Person/Barbara.G.Zirkin	Barbara G. Zirkin	Barbara	Barbara, G.	Zirkin	B.G. Zirkin	Johns Hopkins University			N_I_N
SMWG/Person/Barbara.J.Sylwester	Barbara J. Sylwester	Barbara	Barbara, J.	Sylwester	B.J. Sylwester	Polish Academy of Sciences			N_I_N
SMWG/Person/Barbara.J.Thompson	Barbara J. Thompson	Barbara	Barbara, J.	Thompson	B.J. Thompson	GSFC-Code 682.3			N_I_N
SMWG/Person/Barbara.L.Giles	Barbara L. Giles	Barbara	Barbara, L.	Giles	B.L. Giles	Retired - formerly at Science and Exploration Directorate		MMS	N_I_N
SMWG/Person/Barbara.Leichter	Barbara Leichter	Barbara	Barbara	Leichter	B. Leichter	Zentralanstalt fur Meteorologie und Geodynamik, Vienna, Austria			N_N
SMWG/Person/Barney.J.Conrath	Barney J. Conrath	Barney	Barney, J.	Conrath	B.J. Conrath	GSFC-Code 693.2			N_I_N
SMWG/Person/Barry.E.Parsons	Barry E. Parsons	Barry	Barry, E.	Parsons	B.E. Parsons	University of Oxford			N_I_N
SMWG/Person/Barry.H.Mauk	Barry H. Mauk	Barry	Barry, H.	Mauk	B.H. Mauk	Applied Physics Laboratory		MMS Voyager1 Voyager2	N_I_N
SMWG/Person/Barry.W.Festoff	Barry W. Festoff	Barry	Barry, W.	Festoff	B.W. Festoff	University of Kansas College of Health Scienc			N_I_N
SMWG/Person/Bart.De.Pontieu	Bart De Pontieu	Bart	Bart, De	Pontieu	B.D. Pontieu	Lockheed Martin Solar and Astrophysics Laboratory. LMSAL		IRIS IRIS_AIA IRIS_HINODE IRIS_SST	N_N_N
SMWG/Person/Baruch.T.Soifer	Baruch T. Soifer	Baruch	Baruch, T.	Soifer	B.T. Soifer	California Institute of Technology			N_I_N
SMWG/Person/Bedrich.Velicky	Bedrich Velicky	Bedrich	Bedrich	Velicky	B. Velicky	Czech Academy of Sciences			N_N
SMWG/Person/Ben.Berkey	Ben Berkey	Ben	Ben	Berkey	B. Berkey	National Center for Atmospheric Research			N_N
SMWG/Person/Ben.Estor	Ben Estor	Ben	Ben	Estor	B. Estor	Department of Environment and Natural Resources, Geodetic Geophysics Division, Manila, Philippines			N_N
SMWG/Person/Ben.Gottlieb	Ben Gottlieb	Ben	Ben	Gottlieb	B. Gottlieb	Unknown			N_N
SMWG/Person/Bengt-Goran.Andersson	Bengt-Goran Andersson	Bengt-Goran	Bengt-Goran	Andersson	B. Andersson	Johns Hopkins University			N_N
SMWG/Person/Bengt.Holback	Bengt Holback	Bengt	Bengt	Holback	B. Holback	Swedish Institute of Space Physics			N_N
SMWG/Person/Bengt.K.G.Hultqvist	Bengt K. G. Hultqvist	Bengt	Bengt, K. G.	Hultqvist	B.K.G. Hultqvist	Swedish Institute of Space Physics			N_I_I_N
SMWG/Person/Benito.J.Casas	Benito J. Casas	Benito	Benito, J.	Casas	B.J. Casas	Observatorio Geofisico de Guimar-Tenerife			N_I_N
SMWG/Person/Benjamin.Carroll	Benjamin Carroll	Benjamin	Benjamin	Carroll	B. Carroll	Rutgers University			N_N
SMWG/Person/Benjamin.M.Herman	Benjamin M. Herman	Benjamin	Benjamin, M.	Herman	B.M. Herman	University of Arizona			N_I_N
SMWG/Person/Benjamin.S.Yaplee	Benjamin S. Yaplee	Benjamin	Benjamin, S.	Yaplee	B.S. Yaplee	US Naval Research Laboratory			N_I_N
SMWG/Person/Benny.Chin	Benny Chin	Benny	Benny	Chin	B. Chin	NASA Ames Research Center			N_N
SMWG/Person/Benoit.Heumez	Benoit Heumez	Benoit	Benoit	Heumez	B. Heumez	Centre de Recherche en Astronomie, Astrophysique et Geophysique, Algeria			N_N
SMWG/Person/Bent.M.Pedersen	Bent M. Pedersen	Bent	Bent, M.	Pedersen	B.M. Pedersen	Observatoire de Paris			N_I_N
SMWG/Person/Benton.C.Clark	Benton C. Clark	Benton	Benton, C.	Clark	B.C. Clark	Lockheed-Martin Astronautics			N_I_N
SMWG/Person/Berend.Wilken	Berend Wilken	Berend	Berend	Wilken	B. Wilken	Deceased - formerly at MPI fur Aeronomie, Germany			N_N
SMWG/Person/Bernard.B.Jones	Bernard B. Jones	Bernard	Bernard, B.	Jones	B.B. Jones	Rutherford Appleton Laboratory			N_I_N
SMWG/Person/Bernard.C.Diesen.III	Bernard C. Diesen, III	Bernard	Bernard, C.	Diesen, III	B.C. Diesen, III	Unknown			N_I_N
SMWG/Person/Bernard.Cohen	Bernard Cohen	Bernard	Bernard	Cohen	B. Cohen	Mt Sinai School of Medicine			N_N
SMWG/Person/Bernard.Foing	Bernard Foing	Bernard	Bernard	Foing	B. Foing	ESA-European Space Research and Technology Centr			N_N
SMWG/Person/Bernard.Gelly	Bernard Gelly	Bernard	Bernard	Gelly	B. Gelly	Unknown			N_N
SMWG/Person/Bernard.H.Chovitz	Bernard H. Chovitz	Bernard	Bernard, H.	Chovitz	B.H. Chovitz	Unknown - formerly with Hughes STX			N_I_N
SMWG/Person/Bernard.H.Mollberg	Bernard H. Mollberg	Bernard	Bernard, H.	Mollberg	B.H. Mollberg	NASA Johnson Space Center			N_I_N
SMWG/Person/Bernard.Peters	Bernard Peters	Bernard	Bernard	Peters	B. Peters	Danish Space Research Institute			N_N
SMWG/Person/Bernard.S.Ogorzalek	Bernard S. Ogorzalek	Bernard	Bernard, S.	Ogorzalek	B.S. Ogorzalek	Applied Physics Laboratory			N_I_N
SMWG/Person/Bernard.V.Jackson	Bernard V. Jackson	Bernard	Bernard, V.	Jackson	B.V. Jackson	University of California, San Diego		Coriolis	N_I_N
SMWG/Person/Bernard.Vonnegut	Bernard Vonnegut	Bernard	Bernard	Vonnegut	B. Vonnegut	State U of New York at Albany			N_N
SMWG/Person/Bernd.Hausler	Bernd Hausler	Bernd	Bernd	Hausler	B. Hausler	Universitat der Bundeswehr Munchen		AMPTE-IRM	N_N
SMWG/Person/Bernd.Heber	Bernd Heber	Bernd	Bernd	Heber	B. Heber	Universitat Osnabruck		Ulysses	N_N
