									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
SMWG/Person/Seymor.Kant	Seymor Kant	Seymor	Seymor	Kant	S. Kant	GSFC-Code 701			N_N
SMWG/Person/Sh.S.Dolginov	Sh. S. Dolginov	Sh.	Sh., S.	Dolginov	Sh.S. Dolginov	Institute of Terrestrial Magnetism			IR_I_N
SMWG/Person/Sharad.R.Kane	Sharad R. Kane	Sharad	Sharad, R.	Kane	S.R. Kane	University of California, Berkeley			N_I_N
SMWG/Person/Shelby.G.Tilford	Shelby G. Tilford	Shelby	Shelby, G.	Tilford	S.G. Tilford	Unknown - formerly at NASA Headquarters			N_I_N
SMWG/Person/Sheldon.Wishna	Sheldon Wishna	Sheldon	Sheldon	Wishna	S. Wishna	Unknown - formerly at NASA-GSFC			N_N
SMWG/Person/Sheng-Hsien.Chen	Sheng-Hsien Chen	Sheng-Hsien	Sheng-Hsien	Chen	S. Chen	GSFC-Code 692			N_N
SMWG/Person/Sherman.E.Deforest	Sherman E. Deforest	Sherman	Sherman, E.	Deforest	S.E. Deforest	Unknown - formerly at Int. Remote Systems			N_I_N
SMWG/Person/Sherman.L.Neste	Sherman L. Neste	Sherman	Sherman, L.	Neste	S.L. Neste	General Electric Company			N_I_N
SMWG/Person/Sherry.Wheelock	Sherry Wheelock	Sherry	Sherry	Wheelock	S. Wheelock	Jet Propulsion Laboratory			N_N
SMWG/Person/Shevtsov.Boris.Mikhailovich	Shevtsov Boris Mikhailovich	Shevtsov	Shevtsov, Boris	Mikhailovich	S.B. Mikhailovich	Institute of Cosmophysical Researches			N_N_N
SMWG/Person/Shigeru.Miyazaki	Shigeru Miyazaki	Shigeru	Shigeru	Miyazaki	S. Miyazaki	National Space Development Agency			N_N
SMWG/Person/Shin-Yi.Su	Shin-Yi Su	Shin-Yi	Shin-Yi	Su	S. Su	National Central University		ROCSAT-1	N_N
SMWG/Person/Shing.F.Fung	Shing F. Fung	Shing	Shing, F.	Fung	S.F. Fung	GSFC-Code 612.4			N_I_N
SMWG/Person/Shinobu.Machida	Shinobu Machida	Shinobu	Shinobu	Machida	S. Machida	Kyoto University			N_N
SMWG/Person/Shirley.McElroy	Shirley McElroy	Shirley	Shirley	McElroy	S. McElroy	Aerospace Corporation			N_N
SMWG/Person/Shmezovsk	Shmezovsk			Shmezovsk	Shmezovsk	Address Unknown			N
SMWG/Person/Sho.Sasaki	Sho Sasaki	Sho	Sho	Sasaki	S. Sasaki	University of Tokyo			N_N
SMWG/Person/Shobei.Yanagita	Shobei Yanagita	Shobei	Shobei	Yanagita	S. Yanagita	Ibaraki University			N_N
SMWG/Person/Shrikanth.G.Kanekal	Shrikanth G. Kanekal	Shrikanth	Shrikanth, G.	Kanekal	S.G. Kanekal	University of Maryland		SAMPEX	N_I_N
SMWG/Person/Shyam.Lal	Shyam Lal	Shyam	Shyam	Lal	S. Lal	Physical Research Laboratory			N_N
SMWG/Person/Sidney.B.Parsons	Sidney B. Parsons	Sidney	Sidney, B.	Parsons	S.B. Parsons	Space Telescope Science Institute			N_I_N
SMWG/Person/Sidney.Liebes.Jr	Sidney Liebes, Jr.	Sidney	Sidney	Liebes, Jr.	S. Liebes, Jr.	Unknown - formerly at Stanford U			N_N
SMWG/Person/Sidney.Singer	Sidney Singer	Sidney	Sidney	Singer	S. Singer	Los Alamos National Laboratory			N_N
SMWG/Person/Siegfried.J.Bauer	Siegfried J. Bauer	Siegfried	Siegfried, J.	Bauer	S.J. Bauer	Universitat Graz			N_I_N
SMWG/Person/Siegmon.Enge	Siegmon Enge	Siegmon	Siegmon	Enge	S. Enge	Universitat Kiel			N_N
SMWG/Person/Sigenori.Miyamoto	Sigenori Miyamoto	Sigenori	Sigenori	Miyamoto	S. Miyamoto	Osaka University			N_N
SMWG/Person/Silvano.Orihuela	Silvano Orihuela	Silvano	Silvano	Orihuela	S. Orihuela	Observatorio de Huancayo apartado 46 Huancayo			N_N
SMWG/Person/Silvia.Dalla	Silvia Dalla	Silvia	Silvia	Dalla	S. Dalla	University of Central Lancashire		Ulysses	N_N
SMWG/Person/Simon.Calcutt	Simon Calcutt	Simon	Simon	Calcutt	S. Calcutt	University of Oxford			N_N
SMWG/Person/Simon.P.Worden	Simon P. Worden	Simon	Simon, P.	Worden	S.P. Worden	Executive Office of the President			N_I_N
SMWG/Person/Simon.Swordy	Simon Swordy	Simon	Simon	Swordy	S. Swordy	University of Chicago			N_N
SMWG/Person/Sir.Robert.L.F.Boyd	Robert L. F. Boyd	Robert	Robert, L. F.	Boyd	R.L.F. Boyd	Unknown			N_I_I_N
SMWG/Person/Sobhana.Alex	Sobhana Alex	Sobhana	Sobhana	Alex	S. Alex	Indian Institute of Geomagnetism, Bombay			N_N
SMWG/Person/Sonia.Bergamaschi	Sonia Bergamaschi	Sonia	Sonia	Bergamaschi	S. Bergamaschi	Universita degli Studi di Padova			N_N
SMWG/Person/Sonya.Smith	Sonya Smith	Sonya	Sonya	Smith	S. Smith	UNH			N_N
SMWG/Person/Sophie.Masson	Sophie Masson	Sophie	Sophie	Masson	S. Masson	LESIA, CNRS, Observatoire de Paris, PSL			N_N
SMWG/Person/Spomenko.J.Mihajlovic	Spomenko J. Mihajlovic	Spomenko	Spomenko, J.	Mihajlovic	S.J. Mihajlovic	Geomagnetic Institute			N_I_N
SMWG/Person/Stamatios.M.Krimigis	Stamatios M. Krimigis	Stamatios	Stamatios, M.	Krimigis	S.M. Krimigis	Applied Physics Laboratory		IMP4 IMP5 IMP8 Voyager1 Voyager2	N_I_N
SMWG/Person/Stanford.Ollendorf	Stanford Ollendorf	Stanford	Stanford	Ollendorf	S. Ollendorf	GSFC-Code 540			N_N
SMWG/Person/Stanislav.A.Romanov	Stanislav A. Romanov	Stanislav	Stanislav, A.	Romanov	S.A. Romanov	Russian Academy of Sciences		Interball-1	N_I_N
SMWG/Person/Stanislav.Fischer	Stanislav Fischer	Stanislav	Stanislav	Fischer	S. Fischer	Czech Academy of Sciences			N_N
SMWG/Person/Stanislav.I.Klimov	Stanislav I. Klimov	Stanislav	Stanislav, I.	Klimov	S.I. Klimov	Institute of Space Research			N_I_N
SMWG/Person/Stanislaw.Wojcik	Stanislaw Wojcik	Stanislaw	Stanislaw	Wojcik	S. Wojcik	Institute of Geophysics, Polish Academy of Sciences			N_N
SMWG/Person/Stanley.C.Solomon	Stanley C. Solomon	Stanley	Stanley, C.	Solomon	S.C. Solomon	University of Colorado			N_I_N
SMWG/Person/Stanley.D.Shawhan	Stanley D. Shawhan	Stanley	Stanley, D.	Shawhan	S.D. Shawhan	Deceased - formerly at NASA Headquarters			N_I_N
SMWG/Person/Stanley.H.Gelles	Stanley H. Gelles	Stanley	Stanley, H.	Gelles	S.H. Gelles	SH Gelles Associates			N_I_N
SMWG/Person/Stanley.Jaffin	Stanley Jaffin	Stanley	Stanley	Jaffin	S. Jaffin	Research and Data Systems Corporation			N_N
SMWG/Person/Stanley.M.Kaye	Stanley M. Kaye	Stanley	Stanley, M.	Kaye	S.M. Kaye	Lockheed Missiles and Space Company			N_I_N
SMWG/Person/Stanley.W.H.Cowley	Stanley W. H. Cowley	Stanley	Stanley, W. H.	Cowley	S.W.H. Cowley	University of Leicester			N_I_I_N
SMWG/Person/Stas.Barabash	Stas Barabash	Stas	Stas	Barabash	S. Barabash	Swedish Institute of Space Physics			N_N
SMWG/Person/Stefan.Eriksson	Stefan Eriksson	Stefan	Stefan	Eriksson	S. Eriksson	Laboratory for Atmospheric and Space Physics		Eriksson	N_N
SMWG/Person/Stefania.Lepidi	Stefania Lepidi	Stefania	Stefania	Lepidi	S. Lepidi	Istituto Nazionale di Geofisica, Rome			N_N
SMWG/Person/Stefanie.Lawson	Stefanie Lawson	Stefanie	Stefanie	Lawson	S. Lawson	Los Alamos National Laboratory			N_N
SMWG/Person/Stefano.A.Livi	Stefano A. Livi	Stefano	Stefano, A.	Livi	S.A. Livi	Max-Planck-Institut fur Aeronomie			N_I_N
SMWG/Person/Stefano.Mottola	Stefano Mottola	Stefano	Stefano	Mottola	S. Mottola	DLR-German Aerospace Center			N_N
SMWG/Person/Stefano.Orsini	Stefano Orsini	Stefano	Stefano	Orsini	S. Orsini	Consiglio Nazionale delle Ricerche			N_N
SMWG/Person/Stein.Ullaland	Stein Ullaland	Stein	Stein	Ullaland	S. Ullaland	Universitetet I Bergen			N_N
SMWG/Person/Stein.Vidar.Hagfors.Haugan	Stein Vidar Hagfors Haugan	Stein	Stein, Vidar Hagfors	Haugan	S.V.H. Haugan	Hinode Science Data Centre Europe			N_N_N_N
SMWG/Person/Sten.F.Odenwald	Sten F. Odenwald	Sten	Sten, F.	Odenwald	S.F. Odenwald	GSFC-Code 612.4			N_I_N
SMWG/Person/Stepan.I.Soloyev	Stepan I. Soloyev	Stepan	Stepan, I.	Soloyev	S.I. Soloyev	Geomagnetism Laboratory of Institute of Cosmophysical Research and Aeronomy, Siberian Branch of RAS.			N_I_N
SMWG/Person/Stephan.Boettcher	Stephan Boettcher	Stephan	Stephan	Boettcher	S. Boettcher	University of Kiel			N_N
SMWG/Person/Stephan.S.Meyer	Stephan S. Meyer	Stephan	Stephan, S.	Meyer	S.S. Meyer	University of Chicago			N_I_N
SMWG/Person/Stephan.Ulamec	Stephan Ulamec	Stephan	Stephan	Ulamec	S. Ulamec	Unknown			N_N
SMWG/Person/Stephane.Aicardi	Stephane Aicardi	Stephane	Stephane	Aicardi	S. Aicardi	DIO, CNRS, Observatoire de Paris, PSL			N_N
SMWG/Person/Stephane.Corbel	Stephane Corbel	Stephane	Stephane	Corbel	S. Corbel	USN, Observatoire de Paris, PSL, CNRS, Université d&apos;Orléans			N_N
SMWG/Person/Stephane.Erard	Stéphane Erard	Stéphane	Stéphane	Erard	S. Erard	LESIA, CNRS, Observatoire de Paris, PSL			N_N
SMWG/Person/Stephanie.McLaughlin	Stephanie McLaughlin	Stephanie	Stephanie	McLaughlin	S. McLaughlin	University of Maryland			N_N
SMWG/Person/Stephen.A.Fuselier	Stephen A. Fuselier	Stephen	Stephen, A.	Fuselier	S.A. Fuselier	Southwest Research Institute, also affiliated with the University of Texas at San Antonio		MMS	N_I_N
SMWG/Person/Stephen.B.Doty	Stephen B. Doty	Stephen	Stephen, B.	Doty	S.B. Doty	Columbia University			N_I_N
SMWG/Person/Stephen.B.Mende	Stephen B. Mende	Stephen	Stephen, B.	Mende	S.B. Mende	University of California, Berkeley		ICON IMAGE THEMIS	N_I_N
SMWG/Person/Stephen.Crothers	Stephen Crothers	Stephen	Stephen	Crothers	S. Crothers	Rutherford Appleton Laboratory			N_N
SMWG/Person/Stephen.E.Dwornik	Stephen E. Dwornik	Stephen	Stephen, E.	Dwornik	S.E. Dwornik	Ball Corporation			N_I_N
SMWG/Person/Stephen.Heathcote	Stephen Heathcote	Stephen	Stephen	Heathcote	S. Heathcote	National Optical Astronomy Observatory			N_N
SMWG/Person/Stephen.Kreisler	Stephen Kreisler	Stephen	Stephen	Kreisler	S. Kreisler	Goddard Space Flight Center		MMS	N_N
SMWG/Person/Stephen.L.Kell	Stephen L. Kell	Stephen	Stephen, L.	Kell	S.L. Kell	National Solar Observatory, Sac Peak			N_I_N
SMWG/Person/Stephen.P.Christon	Stephen P. Christon	Stephen	Stephen, P.	Christon	S.P. Christon	Focused Analysis &amp; Research			N_I_N
SMWG/Person/Stephen.P.Maran	Stephen P. Maran	Stephen	Stephen, P.	Maran	S.P. Maran	AAS			N_I_N
SMWG/Person/Stephen.R.Mosier	Stephen R. Mosier	Stephen	Stephen, R.	Mosier	S.R. Mosier	University of North Carolina at Greensboro			N_I_N
SMWG/Person/Stephen.S.Murray	Stephen S. Murray	Stephen	Stephen, S.	Murray	S.S. Murray	Smithsonian Astrophysical Observatory			N_I_N
SMWG/Person/Stephen.W.Bougher	Stephen W. Bougher	Stephen	Stephen, W.	Bougher	S.W. Bougher	University of Michigan			N_I_N
SMWG/Person/Stephen.Walton	Stephen Walton	Stephen	Stephen	Walton	S. Walton	"California State University, Northridge"			N_N
SMWG/Person/Steve.Tomczyk	Steve Tomczyk	Steve	Steve	Tomczyk	S. Tomczyk	National Center for Atomospheric Research			N_N
SMWG/Person/Steven.A.Curtis	Steven A. Curtis	Steven	Steven, A.	Curtis	S.A. Curtis	GSFC-Code 695			N_I_N
SMWG/Person/Steven.A.Turco	Steven A. Turco	Steven	Steven, A.	Turco	S.A. Turco	University of New Hampshire			N_I_N
SMWG/Person/Steven.C.Wofsy	Steven C. Wofsy	Steven	Steven, C.	Wofsy	S.C. Wofsy	Harvard University			N_I_N
SMWG/Person/Steven.Hill	Steven Hill	Steven	Steven	Hill	S. Hill	NOAA Space Weather Prediction Center			N_N
SMWG/Person/Steven.J.Goodman	Steven J. Goodman	Steven	Steven, J.	Goodman	S.J. Goodman	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Steven.J.Ostro	Steven J. Ostro	Steven	Steven, J.	Ostro	S.J. Ostro	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Steven.Karl.Morley	Steven Karl Morley	Steven	Steven, Karl	Morley	S.K. Morley	Intelligence and Space Research, Space Science and Applications, ISR-1		LANL MMS	N_N_N
SMWG/Person/Steven.L.Koontz	Steven L. Koontz	Steven	Steven, L.	Koontz	S.L. Koontz	Structural Engineering Division		ISS	N_I_N
SMWG/Person/Steven.P.Joy	Steven P. Joy	Steven	Steven, P.	Joy	S.P. Joy	University of California, Los Angeles			N_I_N
SMWG/Person/Steven.R.Spangler	Steven R. Spangler	Steven	Steven, R.	Spangler	S.R. Spangler	University of Iowa			N_I_N
SMWG/Person/Steven.T.Suess	Steven T. Suess	Steven	Steven, T.	Suess	S.T. Suess	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Steven.W.Lee	Steven W. Lee	Steven	Steven, W.	Lee	S.W. Lee	University of Colorado			N_I_N
SMWG/Person/Steven.W.Squyres	Steven W. Squyres	Steven	Steven, W.	Squyres	S.W. Squyres	Cornell University			N_I_N
SMWG/Person/Stig-Ove.Silverlind	Stig-Ove Silverlind	Stig-Ove	Stig-Ove	Silverlind	S. Silverlind	Swedish Space Corporation			N_N
SMWG/Person/Stillman.C.Chase.Jr	Stillman C. Chase, Jr.	Stillman	Stillman, C.	Chase, Jr.	S.C. Chase, Jr.	Santa Barbara Research Center			N_I_N
SMWG/Person/Stoyan.Ivanov.Sargoichev	Stoyan Ivanov Sargoichev	Stoyan	Stoyan, Ivanov	Sargoichev	S.I. Sargoichev	Bazova Observatoria			N_N_N
SMWG/Person/Stuart.D.Bale	Stuart D. Bale	Stuart	Stuart, D.	Bale	S.D. Bale	University of California, Berkeley		ParkerSolarProbe Wind	N_I_N
SMWG/Person/Stuart.D.Jordan	Stuart D. Jordan	Stuart	Stuart, D.	Jordan	S.D. Jordan	GSFC-Code 682			N_I_N
SMWG/Person/Stuart.Gilder	Stuart Gilder	Stuart	Stuart	Gilder	S. Gilder	Ludwig Maximilians University Munich			N_N
SMWG/Person/Stuart.M.Jefferies	Stuart Jefferies	Stuart	Stuart	Jefferies	S. Jefferies	Institute for Astronomy, University of Hawaii			N_N
SMWG/Person/Stuart.R.Nylund	Stuart Nylund	Stuart	Stuart	Nylund	S. Nylund	Applied Physics Laboratory		AMPTE-CCE	N_N
SMWG/Person/Subardjo	Subardjo			Subardjo	Subardjo	Stasiun Geofisika Klas I Winangun P.O.Box 1042			N
SMWG/Person/Sue.C.Bodine-Fowler	Sue C. Bodine-Fowler	Sue	Sue, C.	Bodine-Fowler	S.C. Bodine-Fowler	University of California, Los Angeles			N_I_N
SMWG/Person/Suharyadi	Suharyadi			Suharyadi	Suharyadi	Jl. Geofisika No.1 Tuntungan			N
SMWG/Person/Sumner.B.Hixon	Sumner B. Hixon	Sumner	Sumner, B.	Hixon	S.B. Hixon	Lockheed Electronics Company			N_I_N
SMWG/Person/Sun.Huixang	Sun Huixang	Sun	Sun	Huixang	S. Huixang	Center for Space Science and Applied Research			N_N
SMWG/Person/Supriya.Sanatani	Supriya Sanatani	Supriya	Supriya	Sanatani	S. Sanatani	University of Texas at Dallas			N_N
SMWG/Person/Suqin.Zhang	Suqin Zhang	Suqin	Suqin	Zhang	S. Zhang	State Seismological Bureau, Beijing, China			N_N
SMWG/Person/Susan.E.Kayser	Susan E. Kayser	Susan	Susan, E.	Kayser	S.E. Kayser	National Science Foundation			N_I_N
SMWG/Person/Susan.G.Kleinmann	Susan G. Kleinmann	Susan	Susan, G.	Kleinmann	S.G. Kleinmann	University of Massachusetts			N_I_N
SMWG/Person/Susan.Gussenhoven-Shea	Susan Gussenhoven-Shea	Susan	Susan	Gussenhoven-Shea	S. Gussenhoven-Shea	USAF Geophysics Laboratory		CRRES	N_N
SMWG/Person/Susan.K.LaVoie	Susan K. LaVoie	Susan	Susan, K.	LaVoie	S.K. LaVoie	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Susan.L.Hoge	Susan L. Hoge	Susan	Susan, L.	Hoge	S.L. Hoge	GSFC-Code 553			N_I_N
SMWG/Person/Susan.M.P.McKenna-Lawlor	Susan M. P. McKenna-Lawlor	Susan	Susan, M. P.	McKenna-Lawlor	S.M.P. McKenna-Lawlor	Saint Patrick&apos;s College			N_I_I_N
SMWG/Person/Susan.Macmillan	Susan Macmillan	Susan	Susan	Macmillan	S. Macmillan	British Geological Survey			N_N
SMWG/Person/Susan.Slavney	Susan Slavney	Susan	Susan	Slavney	S. Slavney	Washington University			N_N
SMWG/Person/Susan.T.Lepri	Susan T. Lepri	Susan	Susan, T.	Lepri	S.T. Lepri	University of Michigan		Wind	N_I_N
SMWG/Person/Sushil.K.Atreya	Sushil K. Atreya	Sushil	Sushil, K.	Atreya	S.K. Atreya	University of Michigan			N_I_N
SMWG/Person/Susumu.K.Kokubun	Susumu K. Kokubun	Susumu	Susumu, K.	Kokubun	S.K. Kokubun	Nagoya University			N_I_N
SMWG/Person/Suzanne.E.Smrekar	Suzanne E. Smrekar	Suzanne	Suzanne, E.	Smrekar	S.E. Smrekar	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Sven.Grahn	Sven Grahn	Sven	Sven	Grahn	S. Grahn	Swedish Space Corporation			N_N
SMWG/Person/Sydney.P.Clark.Jr	Sydney P. Clark, Jr.	Sydney	Sydney, P.	Clark, Jr.	S.P. Clark, Jr.	Yale University			N_I_N
SMWG/Person/Sylvaine.M.M.Perraut	Sylvaine M. M. Perraut	Sylvaine	Sylvaine, M. M.	Perraut	S.M.M. Perraut	CNET Centre de Recherches en Physique			N_I_I_N
SMWG/Person/T.Arakawa	T. Arakawa	T.	T.	Arakawa	T. Arakawa	Tokyo University of Education			I_N
SMWG/Person/T.Brandt	T. Brandt	T.	T.	Brandt	T. Brandt	Krupp Krankenaust Alten Gem. GMBH			I_N
SMWG/Person/T.C.James	T. C. James	T.	T., C.	James	T.C. James	Lockheed Palo Alto Research Laboratory			I_I_N
SMWG/Person/T.Chelidze	T. Chelidze	T.	T.	Chelidze	T. Chelidze	Institute of Geophysics, Georgia Academy of Sciences, Tblisi			I_N
SMWG/Person/T.E.Burkovskaya	T. E. Burkovskaya	T.	T., E.	Burkovskaya	T.E. Burkovskaya	Institute of Biomedical Problems			I_I_N
SMWG/Person/T.Haig	T. Haig	T.	T.	Haig	T. Haig	University of Wisconsin-Madison			I_N
SMWG/Person/T.I.Curl	T. I. Curl	T.	T., I.	Curl	T.I. Curl	ESA-European Space Research Technology			I_I_N
SMWG/Person/T.Imai	T. Imai	T.	T.	Imai	T. Imai	University of Tokyo			I_N
SMWG/Person/T.J.Crowther	T. J. Crowther	T.	T., J.	Crowther	T.J. Crowther	Unknown - formerly at Lockheed Palo Alto			I_I_N
SMWG/Person/T.K.Alex	T. K. Alex	T.	T., K.	Alex	T.K. Alex	Space Science and Technology Centre			I_I_N
SMWG/Person/T.Kawada	T. Kawada	T.	T.	Kawada	T. Kawada	National Research Institute for Metals			I_N
SMWG/Person/T.L.Miedaner	T. L. Miedaner	T.	T., L.	Miedaner	T.L. Miedaner	University of Wisconsin-Madison			I_I_N
SMWG/Person/T.L.Van.Raalte	T. L. Van Raalte	T.	T., L. Van	Raalte	T.L.V. Raalte	Atomic Weapons Research Establishment			I_I_N_N
SMWG/Person/T.M.Kamperman	T. M. Kamperman	T.	T., M.	Kamperman	T.M. Kamperman	Astronomical Institute at Utrecht			I_I_N
SMWG/Person/T.M.Trumble	T. M. Trumble	T.	T., M.	Trumble	T.M. Trumble	USAF Wright Aeronautical Laboratories			I_I_N
SMWG/Person/T.Moe	T. Moe	T.	T.	Moe	T. Moe	Unknown - formerly at Norwegian Defense Research Establ			I_N
SMWG/Person/T.Muliarchik	T. Muliarchik	T.	T.	Muliarchik	T. Muliarchik	Academy of Sciences			I_N
SMWG/Person/T.N.Nazarova	T. N. Nazarova	T.	T., N.	Nazarova	T.N. Nazarova	Academy of Sciences			I_I_N
SMWG/Person/T.Ohashi	T. Ohashi	T.	T.	Ohashi	T. Ohashi	Institute of Space and Astronautical			I_N
SMWG/Person/T.Ono	T. Ono	T.	T.	Ono	T. Ono	Tohoku University			I_N
SMWG/Person/T.Oshio	T. Oshio	T.	T.	Oshio	T. Oshio	Osaka City University			I_N
SMWG/Person/T.P.Martin	T. P. Martin	T.	T., P.	Martin	T.P. Martin	University of Alberta			I_I_N
SMWG/Person/T.Paul.OBrien	T. Paul O&apos;Brien	T.	T., Paul	O&apos;Brien	T.P. O&apos;Brien	The Aerospace Corporation		GEO-Reanalysis HEO HEO1 HEO3 OV1-19 OV3-3 S3-3 SCATHA	I_N_N
SMWG/Person/T.Peter.Stein	T. Peter Stein	T.	T., Peter	Stein	T.P. Stein	University of Medicine and Dentistry of New Jer			I_N_N
SMWG/Person/T.S.Sastry	T. S. Sastry	T.	T., S.	Sastry	T.S. Sastry	National Geophysical Research Institute, Hyderabad			I_I_N
SMWG/Person/T.Sakao	T. Sakao	T.	T.	Sakao	T. Sakao	National Astronomical Observatory			I_N
SMWG/Person/T.Tanaka	T. Tanaka	T.	T.	Tanaka	T. Tanaka	University of Tokyo			I_N
SMWG/Person/T.Thompson	T. Thompson	T.	T.	Thompson	T. Thompson	Applied Physics Laboratory			I_N
SMWG/Person/T.Tibbitts	T. Tibbitts	T.	T.	Tibbitts	T. Tibbitts	University of Wisconsin-Madison			I_N
SMWG/Person/T.V.Michurina	T. V. Michurina	T.	T., V.	Michurina	T.V. Michurina	Institute of Developmental Biology			I_I_N
SMWG/Person/T.W.Flowerday	T. W. Flowerday	T.	T., W.	Flowerday	T.W. Flowerday	Unknown			I_I_N
SMWG/Person/T.Wronski	T. Wronski	T.	T.	Wronski	T. Wronski	University of California,San Francisco			I_N
SMWG/Person/TGO.Editor	TGO Editor	TGO	TGO	Editor	T. Editor	Tromsø Geophysical Observatory, UiT the Arctic University of Norway			N_N
SMWG/Person/Tadanori.Ondoh	Tadanori Ondoh	Tadanori	Tadanori	Ondoh	T. Ondoh	Space Environment Laboratory			N_N
SMWG/Person/Tadao.Makino	Tadao Makino	Tadao	Tadao	Makino	T. Makino	Rikkyo University			N_N
SMWG/Person/Tadashi.Hirayama	Tadashi Hirayama	Tadashi	Tadashi	Hirayama	T. Hirayama	University of Tokyo			N_N
SMWG/Person/Tadashi.Mukai	Tadashi Mukai	Tadashi	Tadashi	Mukai	T. Mukai	Kobe University			N_N
SMWG/Person/Tadatoshi.Takahashi	Tadatoshi Takahashi	Tadatoshi	Tadatoshi	Takahashi	T. Takahashi	Tohoku University			N_N
SMWG/Person/Tadayoshi.Doke	Tadayoshi Doke	Tadayoshi	Tadayoshi	Doke	T. Doke	Waseda University			N_N
SMWG/Person/Takahiro.Obara	Takahiro Obara	Takahiro	Takahiro	Obara	T. Obara	Communications Research Laboratory			N_N
SMWG/Person/Takao.Saito	Takao Saito	Takao	Takao	Saito	T. Saito	Tohoku University			N_N
SMWG/Person/Takashi.Sakurai	Takashi Sakurai	Takashi	Takashi	Sakurai	T. Sakurai	National Astronomical Observatory			N_N
SMWG/Person/Takashi.Watanabe	Takashi Watanabe	Takashi	Takashi	Watanabe	T. Watanabe	Tsukuba College of Technology			N_N
SMWG/Person/Takasi.Oguti	Takasi Oguti	Takasi	Takasi	Oguti	T. Oguti	Unknown			N_N
SMWG/Person/Takayuki.Ono	Takayuki Ono	Takayuki	Takayuki	Ono	T. Ono	Tohoku University			N_N
SMWG/Person/Takeo.Kosugi	Takeo Kosugi	Takeo	Takeo	Kosugi	T. Kosugi	University of Tokyo			N_N
SMWG/Person/Takeo.Yoshino	Takeo Yoshino	Takeo	Takeo	Yoshino	T. Yoshino	University of Electro-Communications			N_N
SMWG/Person/Takeshi.Suitz	Takeshi Suitz	Takeshi	Takeshi	Suitz	T. Suitz	Communications Research Laboratory			N_N
SMWG/Person/Takeshi.Toya	Takeshi Toya	Takeshi	Takeshi	Toya	T. Toya	Kakioka Magnetic Observatory, Japan			N_N
SMWG/Person/Takesi.Iijima	Takesi Iijima	Takesi	Takesi	Iijima	T. Iijima	University of Tokyo			N_N
SMWG/Person/Tamara.J.Kovalick	Tamara J. Kovalick	Tamara	Tamara, J.	Kovalick	T.J. Kovalick	GSFC-Code 672		PioneerVenusOrbiter	N_I_N
SMWG/Person/Tamara.V.Kazachevskaya	Tamara V. Kazachevskaya	Tamara	Tamara, V.	Kazachevskaya	T.V. Kazachevskaya	Institute of Applied Geophysics			N_I_N
SMWG/Person/Tamas.I.Gombosi	Tamas I. Gombosi	Tamas	Tamas, I.	Gombosi	T.I. Gombosi	University of Michigan			N_I_N
SMWG/Person/Tamiya.Nomura	Tamiya Nomura	Tamiya	Tamiya	Nomura	T. Nomura	Institute of Space and Astronautical			N_N
SMWG/Person/Tania.Ivanova	Tania Ivanova	Tania	Tania	Ivanova	T. Ivanova	Bulgarian Academy of Sciences			N_N
SMWG/Person/Tanja.Petersen	Tanja Petersen	Tanja	Tanja	Petersen	T. Petersen	Institute of Geological and Nuclear Sciences Ltd.			N_N
SMWG/Person/Tatiana.Bondar	Tatiana Bondar	Tatiana	Tatiana	Bondar	T. Bondar	Arti Geophysical Observatory, Institute of Geophysics, Urals Branch of Russian Academy of Sciences			N_N
SMWG/Person/Tatsuaki.Okada	Tatsuaki Okada	Tatsuaki	Tatsuaki	Okada	T. Okada	Institute of Space and Astronomical Sciences			N_N
SMWG/Person/Tatsuo.Takakura	Tatsuo Takakura	Tatsuo	Tatsuo	Takakura	T. Takakura	University of Tokyo			N_N
SMWG/Person/Taylor.G.Wang	Taylor G. Wang	Taylor	Taylor, G.	Wang	T.G. Wang	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Ted.L.Roush	Ted L. Roush	Ted	Ted, L.	Roush	T.L. Roush	NASA Ames Research Center			N_I_N
SMWG/Person/Tei.Nakajima	Tei Nakajima	Tei	Tei	Nakajima	T. Nakajima	Hydrographic Department			N_N
SMWG/Person/Tero.Raita	Tero Raita	Tero	Tero	Raita	T. Raita	Sodankyla Geophysical Observatory			N_N
SMWG/Person/Terry.C.Quist	Terry C. Quist	Terry	Terry, C.	Quist	T.C. Quist	Thomas Jefferson High School			N_I_N
SMWG/Person/Terry.L.Herter	Terry L. Herter	Terry	Terry, L.	Herter	T.L. Herter	Cornell University			N_I_N
SMWG/Person/Terry.Onsager	Terry Onsager	Terry	Terry	Onsager	T. Onsager	Space Weather Prediction Center			N_N
SMWG/Person/Terry.Z.Martin	Terry Z. Martin	Terry	Terry, Z.	Martin	T.Z. Martin	Jet Propulsion Laboratory			N_I_N
